word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W146,21-25,automatically,adv.,自動地,顧客會被系統自動收費。,,,,automatically in context：在語境中使用 automatically；learn automatically：學習 自動地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an automatically in context.：這份考卷在語境中使用 automatically。
W147,21-25,bill,v./n.,收費；帳單,customers are automatically billed 指顧客被自動收費。,,,,bill in context：在語境中使用 bill；learn bill：學習 收費；帳單,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a bill in context.：這份考卷在語境中使用 bill。
W148,21-25,report,n./v.,報導；報告；回報,文章提到 reports claimed that...。,,,,report in context：在語境中使用 report；learn report：學習 報導；報告；回報,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a report in context.：這份考卷在語境中使用 report。
W149,21-25,claim,v./n.,聲稱；宣稱,公司或報導對 AI 使用提出宣稱。,,,,claim in context：在語境中使用 claim；learn claim：學習 聲稱；宣稱,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a claim in context.：這份考卷在語境中使用 claim。
W150,21-25,rely on,phr. v.,依賴；仰賴,系統被報導依賴印度員工人工核對。,,,,rely on in context：在語境中使用 rely on；learn rely on：學習 依賴；仰賴,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a rely on in context.：這份考卷在語境中使用 rely on。
W151,21-25,employee,n.,員工,文章提到 employees in India。,,,,employee in context：在語境中使用 employee；learn employee：學習 員工,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an employee in context.：這份考卷在語境中使用 employee。
W152,21-25,manually,adv.,人工地；手動地,manual verification 的副詞形式。,,,,manually in context：在語境中使用 manually；learn manually：學習 人工地；手動地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a manually in context.：這份考卷在語境中使用 manually。
W153,21-25,transaction,n.,交易,AI 系統核對顧客交易。,,,,transaction in context：在語境中使用 transaction；learn transaction：學習 交易,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a transaction in context.：這份考卷在語境中使用 transaction。
W154,21-25,deny,v.,否認,Amazon quickly denied these reports。,,,,deny in context：在語境中使用 deny；learn deny：學習 否認,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a deny in context.：這份考卷在語境中使用 deny。
W155,21-25,evaluate,v.,評估,Indian employees evaluated the system。,,,,evaluate in context：在語境中使用 evaluate；learn evaluate：學習 評估,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an evaluate in context.：這份考卷在語境中使用 evaluate。
W156,21-25,accuracy,n.,準確性,human reviewers ensured accuracy。,,,,accuracy in context：在語境中使用 accuracy；learn accuracy：學習 準確性,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an accuracy in context.：這份考卷在語境中使用 accuracy。
W157,21-25,highlight,v.,凸顯；強調,This situation highlights a growing issue。,,,,highlight in context：在語境中使用 highlight；learn highlight：學習 凸顯；強調,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a highlight in context.：這份考卷在語境中使用 highlight。
W158,21-25,grand,adj.,宏大的；誇大的,grand claims 指大而誇張的宣稱。,,,,grand in context：在語境中使用 grand；learn grand：學習 宏大的；誇大的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a grand in context.：這份考卷在語境中使用 grand。
W159,21-25,practice,n./v.,做法；練習；實行,AI washing 是一種商業做法。,,,,practice in context：在語境中使用 practice；learn practice：學習 做法；練習；實行,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a practice in context.：這份考卷在語境中使用 practice。
W160,21-25,akin to,phr.,類似於,AI washing akin to greenwashing。,,,,akin to in context：在語境中使用 akin to；learn akin to：學習 類似於,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an akin to in context.：這份考卷在語境中使用 akin to。
W161,21-25,essential,adj.,必要的；重要的,It is essential to understand AI。,,,,essential in context：在語境中使用 essential；learn essential：學習 必要的；重要的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an essential in context.：這份考卷在語境中使用 essential。
W162,21-25,precise,adj.,精確的,AI lacking a precise definition。,,,,precise in context：在語境中使用 precise；learn precise：學習 精確的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a precise in context.：這份考卷在語境中使用 precise。
W163,21-25,definition,n.,定義,文章討論 AI 的定義不明確。,,,,definition in context：在語境中使用 definition；learn definition：學習 定義,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a definition in context.：這份考卷在語境中使用 definition。
W164,21-25,refer to,phr. v.,指的是；提到,AI refers to computers learning。,,,,refer to in context：在語境中使用 refer to；learn refer to：學習 指的是；提到,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a refer to in context.：這份考卷在語境中使用 refer to。
W165,21-25,solve,v.,解決,AI solves problems after training。,,,,solve in context：在語境中使用 solve；learn solve：學習 解決,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a solve in context.：這份考卷在語境中使用 solve。
W166,21-25,prominent,adj.,重要的；突出的,generative AI 是 prominent type。,,,,prominent in context：在語境中使用 prominent；learn prominent：學習 重要的；突出的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a prominent in context.：這份考卷在語境中使用 prominent。
W167,21-25,generative,adj.,生成式的,generative AI creates new content。,,,,generative in context：在語境中使用 generative；learn generative：學習 生成式的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a generative in context.：這份考卷在語境中使用 generative。
W168,21-25,content,n.,內容,AI creates new content like music or pictures。,,,,content in context：在語境中使用 content；learn content：學習 內容,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a content in context.：這份考卷在語境中使用 content。
W169,21-25,capability,n.,能力,companies exaggerate AI capabilities。,,,,capability in context：在語境中使用 capability；learn capability：學習 能力,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a capability in context.：這份考卷在語境中使用 capability。
W170,21-25,merely,adv.,僅僅；只是,companies merely add chatbots。,,,,merely in context：在語境中使用 merely；learn merely：學習 僅僅；只是,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a merely in context.：這份考卷在語境中使用 merely。
W171,21-25,incorporate,v.,納入；整合,incorporate AI chatbots into software。,,,,incorporate in context：在語境中使用 incorporate；learn incorporate：學習 納入；整合,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an incorporate in context.：這份考卷在語境中使用 incorporate。
W172,21-25,software,n.,軟體,AI chatbots are added into software。,,,,software in context：在語境中使用 software；learn software：學習 軟體,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a software in context.：這份考卷在語境中使用 software。
W173,21-25,investment,n.,投資,tech investment fund company。,,,,investment in context：在語境中使用 investment；learn investment：學習 投資,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an investment in context.：這份考卷在語境中使用 investment。
W174,21-25,startup,n.,新創公司,tech startups mentioned AI。,,,,startup in context：在語境中使用 startup；learn startup：學習 新創公司,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a startup in context.：這份考卷在語境中使用 startup。
W175,21-25,mention,v.,提到,startups mentioned AI in pitches。,,,,mention in context：在語境中使用 mention；learn mention：學習 提到,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a mention in context.：這份考卷在語境中使用 mention。
W176,21-25,expect,v.,預期；期待,is expected to exceed a third。,,,,expect in context：在語境中使用 expect；learn expect：學習 預期；期待,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an expect in context.：這份考卷在語境中使用 expect。
W177,21-25,exceed,v.,超過,AI mentions expected to exceed a third。,,,,exceed in context：在語境中使用 exceed；learn exceed：學習 超過,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an exceed in context.：這份考卷在語境中使用 exceed。
W178,21-25,competition,n.,競爭,competition for funding drives companies。,,,,competition in context：在語境中使用 competition；learn competition：學習 競爭,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a competition in context.：這份考卷在語境中使用 competition。
W179,21-25,funding,n.,資金；資助,companies compete for funding。,,,,funding in context：在語境中使用 funding；learn funding：學習 資金；資助,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a funding in context.：這份考卷在語境中使用 funding。
W180,21-25,drive,v.,驅使；推動,funding competition drives overstatement。,,,,drive in context：在語境中使用 drive；learn drive：學習 驅使；推動,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a drive in context.：這份考卷在語境中使用 drive。
W181,21-25,overstate,v.,誇大,companies overstate AI capabilities。,,,,overstate in context：在語境中使用 overstate；learn overstate：學習 誇大,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an overstate in context.：這份考卷在語境中使用 overstate。
W182,21-25,enabled,adj.,啟用的；具備能力的,AI-enabled companies claimed to use AI。,,,,enabled in context：在語境中使用 enabled；learn enabled：學習 啟用的；具備能力的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an enabled in context.：這份考卷在語境中使用 enabled。
W183,21-25,persist,v.,持續存在,The problem persists today。,,,,persist in context：在語境中使用 persist；learn persist：學習 持續存在,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a persist in context.：這份考卷在語境中使用 persist。
W184,21-25,intelligent,adj.,智慧的；聰明的,non-intelligent products lack real AI。,,,,intelligent in context：在語境中使用 intelligent；learn intelligent：學習 智慧的；聰明的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an intelligent in context.：這份考卷在語境中使用 intelligent。
W185,21-25,expert,n.,專家,An expert highlighted the issue。,,,,expert in context：在語境中使用 expert；learn expert：學習 專家,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an expert in context.：這份考卷在語境中使用 expert。
W186,21-25,unified,adj.,統一的,lack of a unified definition。,,,,unified in context：在語境中使用 unified；learn unified：學習 統一的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an unified in context.：這份考卷在語境中使用 unified。
W187,21-25,contribute to,phr. v.,促成；導致,lack of definition contributes to AI washing。,,,,contribute to in context：在語境中使用 contribute to；learn contribute to：學習 促成；導致,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a contribute to in context.：這份考卷在語境中使用 contribute to。
W188,21-25,inflated,adj.,膨脹的；誇大的,inflated claims about AI。,,,,inflated in context：在語境中使用 inflated；learn inflated：學習 膨脹的；誇大的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an inflated in context.：這份考卷在語境中使用 inflated。
W189,21-25,overvalued,adj.,估值過高的,overvalued technology and unmet expectations。,,,,overvalued in context：在語境中使用 overvalued；learn overvalued：學習 估值過高的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an overvalued in context.：這份考卷在語境中使用 overvalued。
W190,21-25,unmet,adj.,未被滿足的,unmet expectations erode trust。,,,,unmet in context：在語境中使用 unmet；learn unmet：學習 未被滿足的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an unmet in context.：這份考卷在語境中使用 unmet。
W191,21-25,regulator,n.,監管者；主管機關,regulators begin to address AI washing。,,,,regulator in context：在語境中使用 regulator；learn regulator：學習 監管者；主管機關,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a regulator in context.：這份考卷在語境中使用 regulator。
W192,21-25,charge,v./n.,指控；收費；掌管,SEC charged firms for false claims。,,,,charge in context：在語境中使用 charge；learn charge：學習 指控；收費；掌管,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a charge in context.：這份考卷在語境中使用 charge。
W193,21-25,false,adj.,錯誤的；虛假的,false AI-related claims。,,,,false in context：在語境中使用 false；learn false：學習 錯誤的；虛假的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a false in context.：這份考卷在語境中使用 false。
W194,26-30,religion,n.,宗教,文章討論 images in many religions。,,,,religion in context：在語境中使用 religion；learn religion：學習 宗教,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a religion in context.：這份考卷在語境中使用 religion。
W195,26-30,modern,adj.,現代的,modern media 指現代媒體。,,,,modern in context：在語境中使用 modern；learn modern：學習 現代的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a modern in context.：這份考卷在語境中使用 modern。
W196,26-30,media,n.,媒體,modern media 中 images 的地位。,,,,media in context：在語境中使用 media；learn media：學習 媒體,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a media in context.：這份考卷在語境中使用 media。
W197,26-30,untrustworthy,adj.,不可信的,images are thought to be untrustworthy。,,,,untrustworthy in context：在語境中使用 untrustworthy；learn untrustworthy：學習 不可信的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an untrustworthy in context.：這份考卷在語境中使用 untrustworthy。
W198,26-30,cheat,v.,欺騙；作弊,"images are said to lie, cheat, and steal。",,,,cheat in context：在語境中使用 cheat；learn cheat：學習 欺騙；作弊,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a cheat in context.：這份考卷在語境中使用 cheat。
W199,26-30,steal,v.,偷；竊取,images steal belief from words。,,,,steal in context：在語境中使用 steal；learn steal：學習 偷；竊取,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a steal in context.：這份考卷在語境中使用 steal。
W200,26-30,critique,n./v.,批判；評論,many critiques of images。,,,,critique in context：在語境中使用 critique；learn critique：學習 批判；評論,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a critique in context.：這份考卷在語境中使用 critique。
W201,26-30,writer,n.,作家；作者,religious writers criticized images。,,,,writer in context：在語境中使用 writer；learn writer：學習 作家；作者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a writer in context.：這份考卷在語境中使用 writer。
W202,26-30,reformer,n.,改革者,Hindu reformers are mentioned。,,,,reformer in context：在語境中使用 reformer；learn reformer：學習 改革者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a reformer in context.：這份考卷在語境中使用 reformer。
W203,26-30,revolutionary,n./adj.,革命者；革命的,Marxist revolutionaries criticized images。,,,,revolutionary in context：在語境中使用 revolutionary；learn revolutionary：學習 革命者；革命的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a revolutionary in context.：這份考卷在語境中使用 revolutionary。
W204,26-30,suspicion,n.,懷疑,suspicions circle around images。,,,,suspicion in context：在語境中使用 suspicion；learn suspicion：學習 懷疑,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a suspicion in context.：這份考卷在語境中使用 suspicion。
W205,26-30,circle around,phr. v.,圍繞；盤旋於,suspicions circle around distrust。,,,,circle around in context：在語境中使用 circle around；learn circle around：學習 圍繞；盤旋於,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a circle around in context.：這份考卷在語境中使用 circle around。
W206,26-30,distrust,n./v.,不信任,tenacious distrust of images。,,,,distrust in context：在語境中使用 distrust；learn distrust：學習 不信任,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a distrust in context.：這份考卷在語境中使用 distrust。
W207,26-30,selectively,adv.,選擇性地,images selectively tell the truth。,,,,selectively in context：在語境中使用 selectively；learn selectively：學習 選擇性地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a selectively in context.：這份考卷在語境中使用 selectively。
W208,26-30,distort,v.,扭曲,images distort what they portray。,,,,distort in context：在語境中使用 distort；learn distort：學習 扭曲,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a distort in context.：這份考卷在語境中使用 distort。
W209,26-30,portray,v.,描繪；呈現,distorting what they portray。,,,,portray in context：在語境中使用 portray；learn portray：學習 描繪；呈現,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a portray in context.：這份考卷在語境中使用 portray。
W210,26-30,priest,n.,祭司；神父,priests may use images to influence viewers。,,,,priest in context：在語境中使用 priest；learn priest：學習 祭司；神父,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a priest in context.：這份考卷在語境中使用 priest。
W211,26-30,tyrant,n.,暴君,tyrants may manipulate images。,,,,tyrant in context：在語境中使用 tyrant；learn tyrant：學習 暴君,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a tyrant in context.：這份考卷在語境中使用 tyrant。
W212,26-30,merchant,n.,商人,merchants may use images to persuade viewers。,,,,merchant in context：在語境中使用 merchant；learn merchant：學習 商人,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a merchant in context.：這份考卷在語境中使用 merchant。
W213,26-30,viewer,n.,觀看者；觀眾,pliant viewers are influenced by images。,,,,viewer in context：在語境中使用 viewer；learn viewer：學習 觀看者；觀眾,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a viewer in context.：這份考卷在語境中使用 viewer。
W214,26-30,unsuspecting,adj.,無戒心的,images dupe the unsuspecting。,,,,unsuspecting in context：在語境中使用 unsuspecting；learn unsuspecting：學習 無戒心的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an unsuspecting in context.：這份考卷在語境中使用 unsuspecting。
W215,26-30,belief,n.,信念；相信,images steal belief from words。,,,,belief in context：在語境中使用 belief；learn belief：學習 信念；相信,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a belief in context.：這份考卷在語境中使用 belief。
W216,26-30,divine,adj.,神聖的,divine self-revelation。,,,,divine in context：在語境中使用 divine；learn divine：學習 神聖的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a divine in context.：這份考卷在語境中使用 divine。
W217,26-30,revelation,n.,啟示；揭露,divine self-revelation in religions。,,,,revelation in context：在語境中使用 revelation；learn revelation：學習 啟示；揭露,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a revelation in context.：這份考卷在語境中使用 revelation。
W218,26-30,logical,adj.,邏輯的,logical procedure of discourse。,,,,logical in context：在語境中使用 logical；learn logical：學習 邏輯的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a logical in context.：這份考卷在語境中使用 logical。
W219,26-30,procedure,n.,程序；步驟,logical procedure of discourse。,,,,procedure in context：在語境中使用 procedure；learn procedure：學習 程序；步驟,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a procedure in context.：這份考卷在語境中使用 procedure。
W220,26-30,discourse,n.,論述；談論,intellectual inquiry proceeds through discourse。,,,,discourse in context：在語境中使用 discourse；learn discourse：學習 論述；談論,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a discourse in context.：這份考卷在語境中使用 discourse。
W221,26-30,opinion,n.,意見；看法,movement from opinion to truth。,,,,opinion in context：在語境中使用 opinion；learn opinion：學習 意見；看法,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an opinion in context.：這份考卷在語境中使用 opinion。
W222,26-30,truth,n.,真理；事實,movement from opinion to truth。,,,,truth in context：在語境中使用 truth；learn truth：學習 真理；事實,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a truth in context.：這份考卷在語境中使用 truth。
W223,26-30,reason,n./v.,理性；推理,images cheat reason of its place。,,,,reason in context：在語境中使用 reason；learn reason：學習 理性；推理,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a reason in context.：這份考卷在語境中使用 reason。
W224,26-30,rightful,adj.,正當的；合法的,reason's rightful place。,,,,rightful in context：在語境中使用 rightful；learn rightful：學習 正當的；合法的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a rightful in context.：這份考卷在語境中使用 rightful。
W225,26-30,presume,v.,假定；推定,the distrust of images presumes something deeper。,,,,presume in context：在語境中使用 presume；learn presume：學習 假定；推定,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a presume in context.：這份考卷在語境中使用 presume。
W226,26-30,subtle,adj.,微妙的；細微的,images have a subtle effect on the body。,,,,subtle in context：在語境中使用 subtle；learn subtle：學習 微妙的；細微的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a subtle in context.：這份考卷在語境中使用 subtle。
W227,26-30,irresistible,adj.,不可抗拒的,images have an irresistible effect。,,,,irresistible in context：在語境中使用 irresistible；learn irresistible：學習 不可抗拒的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an irresistible in context.：這份考卷在語境中使用 irresistible。
W228,26-30,provoke,v.,引發；激起,images provoke fear and desire。,,,,provoke in context：在語境中使用 provoke；learn provoke：學習 引發；激起,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a provoke in context.：這份考卷在語境中使用 provoke。
W229,26-30,envy,n./v.,嫉妒,images provoke envy。,,,,envy in context：在語境中使用 envy；learn envy：學習 嫉妒,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an envy in context.：這份考卷在語境中使用 envy。
W230,26-30,pride,n.,驕傲；自尊,images provoke pride。,,,,pride in context：在語境中使用 pride；learn pride：學習 驕傲；自尊,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a pride in context.：這份考卷在語境中使用 pride。
W231,26-30,desire,n./v.,慾望；渴望,images provoke desire。,,,,desire in context：在語境中使用 desire；learn desire：學習 慾望；渴望,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a desire in context.：這份考卷在語境中使用 desire。
W232,26-30,obsession,n.,執著；迷戀,images provoke obsession。,,,,obsession in context：在語境中使用 obsession；learn obsession：學習 執著；迷戀,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an obsession in context.：這份考卷在語境中使用 obsession。
W233,26-30,rage,n./v.,憤怒；盛怒,images provoke rage。,,,,rage in context：在語境中使用 rage；learn rage：學習 憤怒；盛怒,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a rage in context.：這份考卷在語境中使用 rage。
W234,26-30,passion,n.,強烈情感；熱情,strong feelings and passions。,,,,passion in context：在語境中使用 passion；learn passion：學習 強烈情感；熱情,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a passion in context.：這份考卷在語境中使用 passion。
W235,26-30,grip,v./n.,抓住；控制,passions grip the chest。,,,,grip in context：在語境中使用 grip；learn grip：學習 抓住；控制,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a grip in context.：這份考卷在語境中使用 grip。
W236,26-30,creep,v.,爬行；悄悄蔓延,feelings creep over the flesh。,,,,creep in context：在語境中使用 creep；learn creep：學習 爬行；悄悄蔓延,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a creep in context.：這份考卷在語境中使用 creep。
W237,26-30,flesh,n.,肉體；皮肉,passions creep over the flesh。,,,,flesh in context：在語境中使用 flesh；learn flesh：學習 肉體；皮肉,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a flesh in context.：這份考卷在語境中使用 flesh。
W238,26-30,appeal to,phr. v.,吸引；訴諸,images appeal to the body。,,,,appeal to in context：在語境中使用 appeal to；learn appeal to：學習 吸引；訴諸,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an appeal to in context.：這份考卷在語境中使用 appeal to。
W239,26-30,moralist,n.,道德家,moralists resent the power of images。,,,,moralist in context：在語境中使用 moralist；learn moralist：學習 道德家,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a moralist in context.：這份考卷在語境中使用 moralist。
W240,26-30,clergy,n.,神職人員,clergy are mentioned among moral authorities。,,,,clergy in context：在語境中使用 clergy；learn clergy：學習 神職人員,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a clergy in context.：這份考卷在語境中使用 clergy。
W241,26-30,resent,v.,怨恨；反感,authorities resent the power of images。,,,,resent in context：在語境中使用 resent；learn resent：學習 怨恨；反感,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a resent in context.：這份考卷在語境中使用 resent。
W242,26-30,traffic in,phr. v.,從事；販賣；利用,images traffic in the body's energies。,,,,traffic in in context：在語境中使用 traffic in；learn traffic in：學習 從事；販賣；利用,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a traffic in in context.：這份考卷在語境中使用 traffic in。
W243,26-30,stricture,n.,約束；限制；苛評,strictures of thought and conscience。,,,,stricture in context：在語境中使用 stricture；learn stricture：學習 約束；限制；苛評,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a stricture in context.：這份考卷在語境中使用 stricture。
W244,26-30,conscience,n.,良知,thought and conscience are threatened。,,,,conscience in context：在語境中使用 conscience；learn conscience：學習 良知,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a conscience in context.：這份考卷在語境中使用 conscience。
W245,26-30,authority,n.,權威；當局,moral authorities work to inculcate strictures。,,,,authority in context：在語境中使用 authority；learn authority：學習 權威；當局,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an authority in context.：這份考卷在語境中使用 authority。
W246,26-30,nurture,v.,培養；養育,authorities nurture thought and conscience。,,,,nurture in context：在語境中使用 nurture；learn nurture：學習 培養；養育,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a nurture in context.：這份考卷在語境中使用 nurture。
W247,31-35,historically,adv.,歷史上,Bristleworms historically had a bad reputation。,,,,historically in context：在語境中使用 historically；learn historically：學習 歷史上,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a historically in context.：這份考卷在語境中使用 historically。
W248,31-35,reputation,n.,名聲；評價,bristleworms had a bad reputation。,,,,reputation in context：在語境中使用 reputation；learn reputation：學習 名聲；評價,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a reputation in context.：這份考卷在語境中使用 reputation。
W249,31-35,saltwater,adj./n.,鹽水的；海水,saltwater aquarium 指海水水族箱。,,,,saltwater in context：在語境中使用 saltwater；learn saltwater：學習 鹽水的；海水,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a saltwater in context.：這份考卷在語境中使用 saltwater。
W250,31-35,aquarium,n.,水族箱；水族館,saltwater aquarium aficionados。,,,,aquarium in context：在語境中使用 aquarium；learn aquarium：學習 水族箱；水族館,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an aquarium in context.：這份考卷在語境中使用 aquarium。
W251,31-35,marine,adj.,海洋的,marine worms 指海洋蠕蟲。,,,,marine in context：在語境中使用 marine；learn marine：學習 海洋的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a marine in context.：這份考卷在語境中使用 marine。
W252,31-35,hobbyist,n.,業餘愛好者,hobbyist's aquarium 指玩家的水族箱。,,,,hobbyist in context：在語境中使用 hobbyist；learn hobbyist：學習 業餘愛好者,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a hobbyist in context.：這份考卷在語境中使用 hobbyist。
W253,31-35,coral,n.,珊瑚,worms enter by hitching a ride on coral。,,,,coral in context：在語境中使用 coral；learn coral：學習 珊瑚,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a coral in context.：這份考卷在語境中使用 coral。
W254,31-35,established,adj.,已建立的；固定下來的,"Once established, worms become part of the ecosystem。",,,,established in context：在語境中使用 established；learn established：學習 已建立的；固定下來的,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an established in context.：這份考卷在語境中使用 established。
W255,31-35,range,v./n.,變動；範圍,Bristleworms range greatly in size。,,,,range in context：在語境中使用 range；learn range：學習 變動；範圍,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a range in context.：這份考卷在語境中使用 range。
W256,31-35,greatly,adv.,大大地；非常,range greatly in size。,,,,greatly in context：在語境中使用 greatly；learn greatly：學習 大大地；非常,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a greatly in context.：這份考卷在語境中使用 greatly。
W257,31-35,inch,n.,英吋,small worms are about an inch long。,,,,inch in context：在語境中使用 inch；learn inch：學習 英吋,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an inch in context.：這份考卷在語境中使用 inch。
W258,31-35,although,conj.,雖然,although introduces contrast in the passage。,,,,although in context：在語境中使用 although；learn although：學習 雖然,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an although in context.：這份考卷在語境中使用 although。
W259,31-35,extent,n.,程度；範圍,not seen at their greatest extent。,,,,extent in context：在語境中使用 extent；learn extent：學習 程度；範圍,exam passage：考卷文章；context：語境；review：複習,,,This exam uses an extent in context.：這份考卷在語境中使用 extent。
W260,31-35,literature,n.,文獻；文學,literature has contended worms are harmful。,,,,literature in context：在語境中使用 literature；learn literature：學習 文獻；文學,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a literature in context.：這份考卷在語境中使用 literature。
W261,31-35,frequently,adv.,經常地,literature has frequently contended。,,,,frequently in context：在語境中使用 frequently；learn frequently：學習 經常地,exam passage：考卷文章；context：語境；review：複習,,,This exam uses a frequently in context.：這份考卷在語境中使用 frequently。
