word_id,source_range,單字,詞性,定義,用法,詞性變化,三態（現在式-過去式-過去分詞）,現在分詞（V-ing）,常見搭配,相關字,同義字,反義字,範例
W295,31-35,possible,adj.,可能的,字首反義詞補充列；去除字首 im-，形成反義詞。,去除字首 im-，形成反義詞。,,,possible in context：在語境中使用 possible；learn possible：學習「可能的」,exam passage：考卷文章；context：語境；review：複習,,impossible,The exam uses possible in context.：考卷在語境中使用 possible。
W296,31-35,hamper,v.,妨礙；阻礙,hampering night-time observation。,,hamper-hampered-hampered,hampering,hamper in context：在語境中使用 hamper；learn hamper：學習「妨礙；阻礙」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses hamper in context.：考卷在語境中使用 hamper。
W297,31-35,night-time,adj./n.,夜間的；夜晚,night-time observation。,,,,night-time in context：在語境中使用 night-time；learn night-time：學習「夜間的；夜晚」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses night-time in context.：考卷在語境中使用 night-time。
W298,31-35,shortage,n.,短缺；不足,shortage of charts and catalogues。,,,,shortage in context：在語境中使用 shortage；learn shortage：學習「短缺；不足」,supply：供應；catalogue：目錄；equipment：設備,lack：缺乏,surplus：過剩,The exam uses shortage in context.：考卷在語境中使用 shortage。
W299,31-35,facilitate,v.,促進；使容易,computers facilitated analysis。,,facilitate-facilitated-facilitated,facilitating,facilitate in context：在語境中使用 facilitate；learn facilitate：學習「促進；使容易」,process：流程；analysis：分析,help：幫助,,The exam uses facilitate in context.：考卷在語境中使用 facilitate。
W300,31-35,minimize,v.,使最小；降低,第32題干擾選項。,,minimize-minimized-minimized,minimizing,minimize in context：在語境中使用 minimize；learn minimize：學習「使最小；降低」,reduction：減少；risk：風險,reduce：降低,maximize：最大化,The exam uses minimize in context.：考卷在語境中使用 minimize。
W301,31-35,embellish,v.,裝飾；潤飾,第32題干擾選項。,,embellish-embellished-embellished,embellishing,embellish in context：在語境中使用 embellish；learn embellish：學習「裝飾；潤飾」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses embellish in context.：考卷在語境中使用 embellish。
W302,31-35,uphold,v.,支持；維持,第32題干擾選項。,,uphold-upholded-upholded,upholding,uphold in context：在語境中使用 uphold；learn uphold：學習「支持；維持」,law：法律；principle：原則；decision：決定,support：支持,,The exam uses uphold in context.：考卷在語境中使用 uphold。
W303,31-35,plague,v./n.,困擾；瘟疫,daytime skies are plagued by trails。,,plague-plagued-plagued,plaguing,plague in context：在語境中使用 plague；learn plague：學習「困擾；瘟疫」,problem：問題；disease：疾病,trouble：困擾,,The exam uses plague in context.：考卷在語境中使用 plague。
W304,31-35,confiscate,v.,沒收,第34題干擾選項。,,confiscate-confiscated-confiscated,confiscating,confiscate in context：在語境中使用 confiscate；learn confiscate：學習「沒收」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses confiscate in context.：考卷在語境中使用 confiscate。
W305,31-35,extrapolate,v.,推斷；外推,第34題干擾選項。,,extrapolate-extrapolated-extrapolated,extrapolating,extrapolate in context：在語境中使用 extrapolate；learn extrapolate：學習「推斷；外推」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses extrapolate in context.：考卷在語境中使用 extrapolate。
W306,31-35,persist,v.,持續存在,trails can persist for hours。,,persist-persisted-persisted,persisting,persist in context：在語境中使用 persist；learn persist：學習「持續存在」,duration：期間；trail：尾跡；cloud：雲,continue：持續,disappear：消失,The exam uses persist in context.：考卷在語境中使用 persist。
W307,31-35,peculate,v.,挪用；盜用公款,第35題干擾選項。,,peculate-peculated-peculated,peculating,peculate in context：在語境中使用 peculate；learn peculate：學習「挪用；盜用公款」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses peculate in context.：考卷在語境中使用 peculate。
W308,36-40,bureaucracy,n.,官僚制度；官僚機構,Passage 4 主題。,,,,bureaucracy in context：在語境中使用 bureaucracy；learn bureaucracy：學習「官僚制度；官僚機構」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses bureaucracy in context.：考卷在語境中使用 bureaucracy。
W309,36-40,ill repute,n.,壞名聲,bureaucracy is held in ill repute。,,,,ill repute in context：在語境中使用 ill repute；learn ill repute：學習「壞名聲」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses ill repute in context.：考卷在語境中使用 ill repute。
W310,36-40,consider,v.,認為；考慮,was once considered innovation。,,consider-considered-considered,considering,consider in context：在語境中使用 consider；learn consider：學習「認為；考慮」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses consider in context.：考卷在語境中使用 consider。
W311,36-40,organizational,adj.,組織的,organizational innovation。,,,,organizational in context：在語境中使用 organizational；learn organizational：學習「組織的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses organizational in context.：考卷在語境中使用 organizational。
W312,36-40,innovation,n.,創新,bureaucracy was once an innovation。,,,,innovation in context：在語境中使用 innovation；learn innovation：學習「創新」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses innovation in context.：考卷在語境中使用 innovation。
W313,36-40,division of labor,n.,分工,organizing the division of labor。,,,,division of labor in context：在語境中使用 division of labor；learn division of labor：學習「分工」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses division of labor in context.：考卷在語境中使用 division of labor。
W314,36-40,management,n.,管理,making management a profession。,,,,management in context：在語境中使用 management；learn management：學習「管理」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses management in context.：考卷在語境中使用 management。
W315,36-40,decision-making,n.,決策,making decision-making a profession。,,,,decision-making in context：在語境中使用 decision-making；learn decision-making：學習「決策」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses decision-making in context.：考卷在語境中使用 decision-making。
W316,36-40,profession,n.,職業；專業,management as a profession。,,,,profession in context：在語境中使用 profession；learn profession：學習「職業；專業」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses profession in context.：考卷在語境中使用 profession。
W317,36-40,provide,v.,提供,providing an order and rules。,,provide-provided-provided,providing,provide in context：在語境中使用 provide；learn provide：學習「提供」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses provide in context.：考卷在語境中使用 provide。
W318,36-40,order,n.,秩序；命令,an order and a set of rules。,,,,order in context：在語境中使用 order；learn order：學習「秩序；命令」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses order in context.：考卷在語境中使用 order。
W319,36-40,rule,n.,規則,a set of rules。,,,,rule in context：在語境中使用 rule；learn rule：學習「規則」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses rule in context.：考卷在語境中使用 rule。
W320,36-40,specialist,n.,專家；專業人員,different kinds of specialists。,,,,specialist in context：在語境中使用 specialist；learn specialist：學習「專家；專業人員」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses specialist in context.：考卷在語境中使用 specialist。
W321,36-40,coordination,n.,協調；合作,work in coordination。,,,,coordination in context：在語境中使用 coordination；learn coordination：學習「協調；合作」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses coordination in context.：考卷在語境中使用 coordination。
W322,36-40,common end,n.,共同目標,toward a common end。,,,,common end in context：在語境中使用 common end；learn common end：學習「共同目標」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses common end in context.：考卷在語境中使用 common end。
W323,36-40,extend,v.,擴大；延伸,bureaucracy extended intelligence。,,extend-extended-extended,extending,extend in context：在語境中使用 extend；learn extend：學習「擴大；延伸」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses extend in context.：考卷在語境中使用 extend。
W324,36-40,breadth,n.,廣度,breadth and depth。,,,,breadth in context：在語境中使用 breadth；learn breadth：學習「廣度」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses breadth in context.：考卷在語境中使用 breadth。
W325,36-40,depth,n.,深度,breadth and depth of intelligence。,,,,depth in context：在語境中使用 depth；learn depth：學習「深度」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses depth in context.：考卷在語境中使用 depth。
W326,36-40,intelligence,n.,智慧；情報,organization could achieve intelligence。,,,,intelligence in context：在語境中使用 intelligence；learn intelligence：學習「智慧；情報」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses intelligence in context.：考卷在語境中使用 intelligence。
W327,36-40,achieve,v.,達成,could achieve。,,achieve-achieved-achieved,achieving,achieve in context：在語境中使用 achieve；learn achieve：學習「達成」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses achieve in context.：考卷在語境中使用 achieve。
W328,36-40,government,n.,政府,government activities。,,,,government in context：在語境中使用 government；learn government：學習「政府」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses government in context.：考卷在語境中使用 government。
W329,36-40,activity,n.,活動,organizing government activities。,,,,activity in context：在語境中使用 activity；learn activity：學習「活動」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses activity in context.：考卷在語境中使用 activity。
W330,36-40,spread to,phr. v.,擴散到；傳到,bureaucracy spread to big business。,,,,spread to in context：在語境中使用 spread to；learn spread to：學習「擴散到；傳到」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses spread to in context.：考卷在語境中使用 spread to。
W331,36-40,large organization,n.,大型組織,large organizations of all kinds。,,,,large organization in context：在語境中使用 large organization；learn large organization：學習「大型組織」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses large organization in context.：考卷在語境中使用 large organization。
W332,36-40,systematic,adj.,系統性的,systematic study。,,,,systematic in context：在語境中使用 systematic；learn systematic：學習「系統性的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses systematic in context.：考卷在語境中使用 systematic。
W333,36-40,explode,v.,爆炸；快速成長,role began to explode。,,explode-exploded-exploded,exploding,explode in context：在語境中使用 explode；learn explode：學習「爆炸；快速成長」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses explode in context.：考卷在語境中使用 explode。
W334,36-40,nineteenth century,n.,十九世紀,late nineteenth century。,,,,nineteenth century in context：在語境中使用 nineteenth century；learn nineteenth century：學習「十九世紀」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses nineteenth century in context.：考卷在語境中使用 nineteenth century。
W335,36-40,efficient,adj.,有效率的,most efficient possible system。,,,,efficient in context：在語境中使用 efficient；learn efficient：學習「有效率的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses efficient in context.：考卷在語境中使用 efficient。
W336,36-40,threat,n.,威脅,a threat to liberties。,,,,threat in context：在語境中使用 threat；learn threat：學習「威脅」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses threat in context.：考卷在語境中使用 threat。
W337,36-40,basic liberty,n.,基本自由,basic liberties he held dear。,,,,basic liberty in context：在語境中使用 basic liberty；learn basic liberty：學習「基本自由」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses basic liberty in context.：考卷在語境中使用 basic liberty。
W338,36-40,hold dear,phr.,珍視；重視,liberties he held dear。,,,,hold dear in context：在語境中使用 hold dear；learn hold dear：學習「珍視；重視」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses hold dear in context.：考卷在語境中使用 hold dear。
W339,36-40,foreshadow,v.,預示；預兆,foreshadowing later sentiments。,,foreshadow-foreshadowed-foreshadowed,foreshadowing,foreshadow in context：在語境中使用 foreshadow；learn foreshadow：學習「預示；預兆」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses foreshadow in context.：考卷在語境中使用 foreshadow。
W340,36-40,sentiment,n.,情緒；看法,sentiments evoked today。,,,,sentiment in context：在語境中使用 sentiment；learn sentiment：學習「情緒；看法」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses sentiment in context.：考卷在語境中使用 sentiment。
W341,36-40,frequently,adv.,經常地,frequently evoked。,,,,frequently in context：在語境中使用 frequently；learn frequently：學習「經常地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses frequently in context.：考卷在語境中使用 frequently。
W342,36-40,evoke,v.,喚起；引發,bureaucracy evoked sentiments。,,evoke-evoked-evoked,evoking,evoke in context：在語境中使用 evoke；learn evoke：學習「喚起；引發」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses evoke in context.：考卷在語境中使用 evoke。
W343,36-40,divergence,n.,分歧；偏離,第36題干擾選項。,,,,divergence in context：在語境中使用 divergence；learn divergence：學習「分歧；偏離」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses divergence in context.：考卷在語境中使用 divergence。
W344,36-40,detachment,n.,超然；分離,第36題干擾選項。,,,,detachment in context：在語境中使用 detachment；learn detachment：學習「超然；分離」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses detachment in context.：考卷在語境中使用 detachment。
W345,36-40,culmination,n.,頂點；高潮,第37題干擾選項。,,,,culmination in context：在語境中使用 culmination；learn culmination：學習「頂點；高潮」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses culmination in context.：考卷在語境中使用 culmination。
W346,36-40,termination,n.,終止；結束,第37題干擾選項。,,,,termination in context：在語境中使用 termination；learn termination：學習「終止；結束」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses termination in context.：考卷在語境中使用 termination。
W347,36-40,pulverize,v.,粉碎,第38題干擾選項。,,pulverize-pulverized-pulverized,pulverizing,pulverize in context：在語境中使用 pulverize；learn pulverize：學習「粉碎」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses pulverize in context.：考卷在語境中使用 pulverize。
W348,41-45,goblin mode,n.,放飛自我模式；懶散任性模式,閱讀文章主題，Oxford 2022 年年度詞。,,,,goblin mode in context：在語境中使用 goblin mode；learn goblin mode：學習「放飛自我模式；懶散任性模式」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses goblin mode in context.：考卷在語境中使用 goblin mode。
W349,41-45,guardrail,n.,護欄；限制,guardrails came off 表示限制被放開。,,,,guardrail in context：在語境中使用 guardrail；learn guardrail：學習「護欄；限制」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses guardrail in context.：考卷在語境中使用 guardrail。
W350,41-45,raw,adj.,原始的；未修飾的,People went raw and real。,,,,raw in context：在語境中使用 raw；learn raw：學習「原始的；未修飾的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses raw in context.：考卷在語境中使用 raw。
W351,41-45,unfiltered,adj.,未過濾的；不加修飾的,unfiltered and real。,,,,unfiltered in context：在語境中使用 unfiltered；learn unfiltered：學習「未過濾的；不加修飾的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses unfiltered in context.：考卷在語境中使用 unfiltered。
W352,41-45,curated,adj.,精心策劃的；挑選過的,highly curated aesthetics。,,,,curated in context：在語境中使用 curated；learn curated：學習「精心策劃的；挑選過的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses curated in context.：考卷在語境中使用 curated。
W353,41-45,aesthetic,n./adj.,美學；審美的,curated aesthetics。,,,,aesthetic in context：在語境中使用 aesthetic；learn aesthetic：學習「美學；審美的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses aesthetic in context.：考卷在語境中使用 aesthetic。
W354,41-45,messy,adj.,凌亂的；混亂的,something more messy。,,,,messy in context：在語境中使用 messy；learn messy：學習「凌亂的；混亂的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses messy in context.：考卷在語境中使用 messy。
W355,41-45,primal,adj.,原始的；本能的,something more primal。,,,,primal in context：在語境中使用 primal；learn primal：學習「原始的；本能的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses primal in context.：考卷在語境中使用 primal。
W356,41-45,slang,n.,俚語,slang term describes behavior。,,,,slang in context：在語境中使用 slang；learn slang：學習「俚語」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses slang in context.：考卷在語境中使用 slang。
W357,41-45,term,n.,術語；字詞,slang term。,,,,term in context：在語境中使用 term；learn term：學習「術語；字詞」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses term in context.：考卷在語境中使用 term。
W358,41-45,describe,v.,描述,term describes behavior。,,describe-described-described,describing,describe in context：在語境中使用 describe；learn describe：學習「描述」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses describe in context.：考卷在語境中使用 describe。
W359,41-45,unapologetically,adv.,毫不歉疚地；理直氣壯地,unapologetically self-indulgent。,,,,unapologetically in context：在語境中使用 unapologetically；learn unapologetically：學習「毫不歉疚地；理直氣壯地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses unapologetically in context.：考卷在語境中使用 unapologetically。
W360,41-45,self-indulgent,adj.,自我放縱的,goblin mode behavior。,,,,self-indulgent in context：在語境中使用 self-indulgent；learn self-indulgent：學習「自我放縱的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses self-indulgent in context.：考卷在語境中使用 self-indulgent。
W361,41-45,lazy,adj.,懶惰的,lazy behavior。,,,,lazy in context：在語境中使用 lazy；learn lazy：學習「懶惰的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses lazy in context.：考卷在語境中使用 lazy。
W362,41-45,slovenly,adj.,邋遢的；不修邊幅的,slovenly behavior。,,,,slovenly in context：在語境中使用 slovenly；learn slovenly：學習「邋遢的；不修邊幅的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses slovenly in context.：考卷在語境中使用 slovenly。
W363,41-45,greedy,adj.,貪婪的,greedy behavior。,,,,greedy in context：在語境中使用 greedy；learn greedy：學習「貪婪的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses greedy in context.：考卷在語境中使用 greedy。
W364,41-45,reject,v.,拒絕；排斥,rejects social norms。,,reject-rejected-rejected,rejecting,reject in context：在語境中使用 reject；learn reject：學習「拒絕；排斥」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses reject in context.：考卷在語境中使用 reject。
W365,41-45,social norm,n.,社會規範,reject social norms。,,,,social norm in context：在語境中使用 social norm；learn social norm：學習「社會規範」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses social norm in context.：考卷在語境中使用 social norm。
W366,41-45,expectation,n.,期待；期望,social expectations。,,,,expectation in context：在語境中使用 expectation；learn expectation：學習「期待；期望」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses expectation in context.：考卷在語境中使用 expectation。
W367,41-45,linguist,n.,語言學家,Linguist Ben Zimmer。,,,,linguist in context：在語境中使用 linguist；learn linguist：學習「語言學家」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses linguist in context.：考卷在語境中使用 linguist。
W368,41-45,frivolous,adj.,輕浮的；不重要的,may seem frivolous。,,,,frivolous in context：在語境中使用 frivolous；learn frivolous：學習「輕浮的；不重要的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses frivolous in context.：考卷在語境中使用 frivolous。
W369,41-45,speak to,phr. v.,反映；呼應,speaks to the times。,,,,speak to in context：在語境中使用 speak to；learn speak to：學習「反映；呼應」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses speak to in context.：考卷在語境中使用 speak to。
W370,41-45,zeitgeist,n.,時代精神,word reflects the zeitgeist。,,,,zeitgeist in context：在語境中使用 zeitgeist；learn zeitgeist：學習「時代精神」,culture：文化；era：時代,spirit of the age：時代精神,,The exam uses zeitgeist in context.：考卷在語境中使用 zeitgeist。
W371,41-45,expression,n.,表達；詞語,a 2022 expression。,,,,expression in context：在語境中使用 expression；learn expression：學習「表達；詞語」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses expression in context.：考卷在語境中使用 expression。
W372,41-45,drawn from,phr.,來自；取自,word is drawn from data analysis。,,,,drawn from in context：在語境中使用 drawn from；learn drawn from：學習「來自；取自」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses drawn from in context.：考卷在語境中使用 drawn from。
W373,41-45,data analysis,n.,資料分析,Oxford word chosen from data analysis。,,,,data analysis in context：在語境中使用 data analysis；learn data analysis：學習「資料分析」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses data analysis in context.：考卷在語境中使用 data analysis。
W374,41-45,vast,adj.,廣大的；大量的,vast language corpus。,,,,vast in context：在語境中使用 vast；learn vast：學習「廣大的；大量的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses vast in context.：考卷在語境中使用 vast。
W375,41-45,corpus,n.,語料庫,language corpus。,,,,corpus in context：在語境中使用 corpus；learn corpus：學習「語料庫」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses corpus in context.：考卷在語境中使用 corpus。
W376,41-45,tagged,adj.,已標記的,tagged electronic text。,,,,tagged in context：在語境中使用 tagged；learn tagged：學習「已標記的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses tagged in context.：考卷在語境中使用 tagged。
W377,41-45,regularly,adv.,定期地；經常地,regularly updated。,,,,regularly in context：在語境中使用 regularly；learn regularly：學習「定期地；經常地」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses regularly in context.：考卷在語境中使用 regularly。
W378,41-45,lexicologist,n.,詞彙學家,Oxford's lexicologists。,,,,lexicologist in context：在語境中使用 lexicologist；learn lexicologist：學習「詞彙學家」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses lexicologist in context.：考卷在語境中使用 lexicologist。
W379,41-45,compilation,n.,彙編；編纂物,study the compilation。,,,,compilation in context：在語境中使用 compilation；learn compilation：學習「彙編；編纂物」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses compilation in context.：考卷在語境中使用 compilation。
W380,41-45,trend,n.,趨勢,analyze trends。,,,,trend in context：在語境中使用 trend；learn trend：學習「趨勢」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses trend in context.：考卷在語境中使用 trend。
W381,41-45,candidate,n.,候選者,candidates for the word。,,,,candidate in context：在語境中使用 candidate；learn candidate：學習「候選者」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses candidate in context.：考卷在語境中使用 candidate。
W382,41-45,data-driven,adj.,資料驅動的,data-driven candidates。,,,,data-driven in context：在語境中使用 data-driven；learn data-driven：學習「資料驅動的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses data-driven in context.：考卷在語境中使用 data-driven。
W383,41-45,runner-up,n.,第二名；入圍者,runners-up metaverse and hashtag。,,,,runner-up in context：在語境中使用 runner-up；learn runner-up：學習「第二名；入圍者」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses runner-up in context.：考卷在語境中使用 runner-up。
W384,41-45,metaverse,n.,元宇宙,runner-up word。,,,,metaverse in context：在語境中使用 metaverse；learn metaverse：學習「元宇宙」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses metaverse in context.：考卷在語境中使用 metaverse。
W385,41-45,hashtag,n.,主題標籤,hashtag #IStandWith。,,,,hashtag in context：在語境中使用 hashtag；learn hashtag：學習「主題標籤」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses hashtag in context.：考卷在語境中使用 hashtag。
W386,41-45,run away with,phr. v.,輕易贏得,ran away with 93 percent of votes。,,,,run away with in context：在語境中使用 run away with；learn run away with：學習「輕易贏得」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses run away with in context.：考卷在語境中使用 run away with。
W387,41-45,vote,n./v.,投票；票,"340,000 votes。",,,,vote in context：在語境中使用 vote；learn vote：學習「投票；票」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses vote in context.：考卷在語境中使用 vote。
W388,41-45,unstoppable,adj.,無法阻擋的,proved unstoppable。,,,,unstoppable in context：在語境中使用 unstoppable；learn unstoppable：學習「無法阻擋的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses unstoppable in context.：考卷在語境中使用 unstoppable。
W389,41-45,nudge,n./v.,推動；輕推,helpful nudge from communities。,,,,nudge in context：在語境中使用 nudge；learn nudge：學習「推動；輕推」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses nudge in context.：考卷在語境中使用 nudge。
W390,41-45,community,n.,社群；社區,online communities。,,,,community in context：在語境中使用 community；learn community：學習「社群；社區」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses community in context.：考卷在語境中使用 community。
W391,41-45,implore,v.,懇求；哀求,implored readers to vote。,,implore-implored-implored,imploring,implore in context：在語境中使用 implore；learn implore：學習「懇求；哀求」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses implore in context.：考卷在語境中使用 implore。
W392,41-45,put aside,phr. v.,擱置；放下,put aside petty differences。,,,,put aside in context：在語境中使用 put aside；learn put aside：學習「擱置；放下」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses put aside in context.：考卷在語境中使用 put aside。
W393,41-45,petty,adj.,瑣碎的；小器的,petty differences。,,,,petty in context：在語境中使用 petty；learn petty：學習「瑣碎的；小器的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses petty in context.：考卷在語境中使用 petty。
W394,41-45,difference,n.,差異,petty differences。,,,,difference in context：在語境中使用 difference；learn difference：學習「差異」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses difference in context.：考卷在語境中使用 difference。
W395,41-45,resonate with,phr. v.,引起共鳴,resonated with overwhelmed people。,,,,resonate with in context：在語境中使用 resonate with；learn resonate with：學習「引起共鳴」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses resonate with in context.：考卷在語境中使用 resonate with。
W396,41-45,overwhelmed,adj.,不知所措的；被壓垮的,people feeling overwhelmed。,,,,overwhelmed in context：在語境中使用 overwhelmed；learn overwhelmed：學習「不知所措的；被壓垮的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses overwhelmed in context.：考卷在語境中使用 overwhelmed。
W397,41-45,statement,n.,聲明；陳述,said in a statement。,,,,statement in context：在語境中使用 statement；learn statement：學習「聲明；陳述」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses statement in context.：考卷在語境中使用 statement。
W398,41-45,announce,v.,宣布,announcing word of the year。,,announce-announced-announced,announcing,announce in context：在語境中使用 announce；learn announce：學習「宣布」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses announce in context.：考卷在語境中使用 announce。
W399,41-45,embrace,v.,擁抱；接受,embracing their inner goblin。,,embrace-embraced-embraced,embracing,embrace in context：在語境中使用 embrace；learn embrace：學習「擁抱；接受」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses embrace in context.：考卷在語境中使用 embrace。
W400,41-45,inner,adj.,內在的,inner goblin。,,,,inner in context：在語境中使用 inner；learn inner：學習「內在的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses inner in context.：考卷在語境中使用 inner。
W401,41-45,capture,v.,捕捉；表達,word captures the trend。,,capture-captured-captured,capturing,capture in context：在語境中使用 capture；learn capture：學習「捕捉；表達」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses capture in context.：考卷在語境中使用 capture。
W402,41-45,performative,adj.,表演性的；做給人看的,performative style。,,,,performative in context：在語境中使用 performative；learn performative：學習「表演性的；做給人看的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses performative in context.：考卷在語境中使用 performative。
W403,41-45,pertinent,adj.,相關的；切題的,especially pertinent in a year of change。,,,,pertinent in context：在語境中使用 pertinent；learn pertinent：學習「相關的；切題的」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses pertinent in context.：考卷在語境中使用 pertinent。
W404,41-45,global climate,n.,全球氣候,change in global climate。,,,,global climate in context：在語境中使用 global climate；learn global climate：學習「全球氣候」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses global climate in context.：考卷在語境中使用 global climate。
W405,41-45,international politics,n.,國際政治,change in international politics。,,,,international politics in context：在語境中使用 international politics；learn international politics：學習「國際政治」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses international politics in context.：考卷在語境中使用 international politics。
W406,41-45,bodily rights,n.,身體自主權,change in bodily rights。,,,,bodily rights in context：在語境中使用 bodily rights；learn bodily rights：學習「身體自主權」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses bodily rights in context.：考卷在語境中使用 bodily rights。
W407,41-45,reflect,v.,反映,word of the year reflects mood。,,reflect-reflected-reflected,reflecting,reflect in context：在語境中使用 reflect；learn reflect：學習「反映」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses reflect in context.：考卷在語境中使用 reflect。
W408,41-45,ethos,n.,精神特質；風氣,"reflect ethos, mood, preoccupations。",,,,ethos in context：在語境中使用 ethos；learn ethos：學習「精神特質；風氣」,exam passage：考卷文章；context：語境；review：複習,,,The exam uses ethos in context.：考卷在語境中使用 ethos。
